Country	Subject Descriptor	Units	Scale	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	Estimates Start After
France	Gross domestic product, current prices	National currency	Billions	451.770	509.985	585.989	650.512	707.030	757.689	814.596	855.983	925.215	997.121	1,053.546	1,091.705	1,130.983	1,142.119	1,179.867	1,218.273	1,252.266	1,292.777	1,351.896	1,400.999	1,478.585	1,538.200	1,587.829	1,630.666	1,704.019	1,765.905	1,848.151	1,941.360	1,992.380	1,936.422	1,995.289	2,058.369	2,088.804	2,117.189	2,149.765	2,198.432	2,228.568	2,291.705	2,349.024	2017
France	Gross domestic product, current prices	U.S. dollars	Billions	702.243	618.954	588.015	562.499	532.339	557.561	772.838	935.117	1,020.878	1,026.179	1,272.433	1,273.594	1,404.391	1,324.236	1,396.653	1,602.130	1,606.035	1,454.555	1,505.184	1,494.571	1,365.972	1,377.405	1,498.907	1,843.646	2,117.964	2,199.684	2,320.530	2,660.897	2,932.215	2,697.044	2,647.537	2,864.030	2,685.311	2,811.957	2,856.697	2,439.435	2,466.152	2,587.682	2,775.252	2017
France	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	576.441	637.723	694.091	730.224	768.026	805.175	840.582	883.441	957.976	1,038.781	1,109.167	1,158.700	1,204.061	1,224.840	1,280.496	1,334.887	1,378.537	1,435.071	1,503.304	1,577.187	1,675.709	1,746.431	1,794.206	1,842.567	1,945.716	2,039.688	2,152.888	2,264.328	2,314.253	2,264.895	2,335.953	2,437.041	2,491.564	2,549.887	2,622.978	2,680.533	2,741.567	2,854.061	2,962.799	2017
France	Gross domestic product per capita, constant prices	National currency	Units	21,565.142	21,675.767	22,093.549	22,238.781	22,474.711	22,730.752	23,155.411	23,633.260	24,628.444	25,559.585	26,164.095	26,315.704	26,610.240	26,323.742	26,852.876	27,329.554	27,627.971	28,185.844	29,105.715	29,999.822	30,985.386	31,382.311	31,515.685	31,555.206	32,231.707	32,521.700	33,081.414	33,666.688	33,568.029	32,430.833	32,905.270	33,464.111	33,407.015	33,429.755	33,575.411	33,805.012	34,111.776	34,768.293	35,238.962	2017
France	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	24,900.647	25,028.383	25,510.784	25,678.478	25,950.901	26,246.544	26,736.885	27,288.644	28,437.754	29,512.916	30,210.926	30,385.984	30,726.077	30,395.266	31,006.241	31,556.647	31,901.221	32,545.381	33,607.530	34,639.929	35,777.932	36,236.249	36,390.252	36,435.886	37,217.022	37,551.869	38,198.155	38,873.953	38,760.035	37,446.948	37,994.766	38,640.044	38,574.116	38,600.373	38,768.558	39,033.672	39,387.884	40,145.944	40,689.413	2017
France	Population	Persons	Millions	53.731	54.029	54.335	54.650	54.895	55.157	55.411	55.682	55.966	56.270	56.577	56.841	57.111	57.369	57.565	57.753	57.936	58.116	58.299	58.497	58.858	59.267	59.686	60.102	60.505	60.963	61.400	61.795	62.135	62.466	62.765	63.070	63.376	63.698	64.028	64.301	64.469	64.618	64.725	2018
Gabon	Gross domestic product, constant prices	National currency	Billions	2,595.283	2,491.472	2,593.622	2,645.495	2,775.124	2,936.081	2,874.424	2,431.762	2,516.874	2,905.242	3,054.762	3,241.822	3,141.754	3,265.745	3,386.994	3,555.458	3,684.345	3,895.767	4,031.255	3,670.733	3,601.606	3,679.028	3,685.897	3,748.591	3,790.567	3,760.757	3,688.998	3,922.615	3,990.574	3,899.623	4,144.146	4,438.038	4,671.083	4,928.787	5,147.392	5,347.035	5,458.863	5,486.103	5,553.094	2017
Gabon	Gross domestic product, constant prices	Percent change		--	-4.000	4.100	2.000	4.900	5.800	-2.100	-15.400	3.500	15.431	5.147	6.124	-3.087	3.947	3.713	4.974	3.625	5.738	3.478	-8.943	-1.883	2.150	0.187	1.701	1.120	-0.786	-1.908	6.333	1.733	-2.279	6.270	7.092	5.251	5.517	4.435	3.879	2.091	0.499	1.221	2017
Gabon	Gross domestic product, current prices	National currency	Billions	963.205	1,117.084	1,266.064	1,405.672	1,550.073	1,678.288	1,693.196	1,111.759	1,214.948	1,422.221	1,725.761	1,623.127	1,576.334	1,630.197	2,477.828	2,635.849	3,101.850	3,310.891	2,816.669	3,057.337	3,842.278	3,679.028	3,701.273	3,776.236	4,097.532	4,989.260	5,309.448	5,961.579	6,944.822	5,738.119	7,111.477	8,581.583	8,766.489	8,690.517	8,988.325	8,503.445	8,310.618	8,668.892	9,456.856	2017
Gabon	Gross domestic product, current prices	U.S. dollars	Billions	4.559	4.111	3.853	3.689	3.547	3.736	4.889	3.699	4.079	4.458	6.339	5.754	5.955	5.757	4.463	5.281	6.064	5.673	4.774	4.966	5.397	5.022	5.327	6.509	7.764	9.474	10.163	12.457	15.582	12.184	14.385	18.203	17.181	17.596	18.209	14.385	14.020	14.922	17.033	2017
Gabon	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	6.796	7.141	7.893	8.366	9.093	9.925	9.912	8.593	9.207	11.045	12.048	13.218	13.102	13.942	14.768	15.828	16.702	17.965	18.799	17.365	17.418	18.183	18.505	19.170	19.906	20.365	20.581	22.472	23.306	22.948	24.671	26.973	28.934	31.066	33.057	34.707	35.820	36.683	37.968	2017
Gabon	Gross domestic product per capita, constant prices	National currency	Units	3,468,940.425	3,258,499.404	3,319,088.089	3,312,613.838	3,400,129.100	3,519,898.867	3,371,801.464	2,791,139.137	2,826,643.138	3,192,573.193	3,284,690.668	3,376,897.902	3,173,489.102	3,220,656.084	3,258,762.096	3,337,412.646	3,374,044.381	3,480,643.359	3,513,848.140	3,121,559.555	2,988,073.000	2,977,859.581	2,910,653.153	2,887,961.747	2,849,073.906	2,757,724.868	2,639,126.579	2,724,521.397	2,670,254.351	2,513,868.390	2,573,697.745	2,655,316.032	2,692,436.145	2,734,071.178	2,755,316.960	2,770,479.678	2,757,552.402	2,709,270.681	2,705,140.864	2004
Gabon	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	21,083.050	19,804.060	20,172.298	20,132.950	20,664.838	21,392.758	20,492.672	16,963.602	17,179.384	19,403.383	19,963.242	20,523.646	19,287.396	19,574.061	19,805.657	20,283.668	20,506.304	21,154.176	21,355.984	18,971.786	18,160.500	18,098.426	17,689.968	17,552.057	17,315.710	16,760.522	16,039.721	16,558.722	16,228.905	15,278.444	15,642.067	16,138.115	16,363.719	16,616.762	16,745.887	16,838.041	16,759.473	16,466.033	16,440.934	2004
Gabon	Population	Persons	Millions	0.748	0.765	0.781	0.799	0.816	0.834	0.852	0.871	0.890	0.910	0.930	0.960	0.990	1.014	1.039	1.065	1.092	1.119	1.147	1.176	1.205	1.235	1.266	1.298	1.330	1.364	1.398	1.440	1.494	1.551	1.610	1.671	1.735	1.803	1.868	1.930	1.980	2.025	2.053	2004
The Gambia	Gross domestic product, constant prices	National currency	Billions	16.928	15.316	18.495	20.995	19.396	20.103	20.579	21.155	21.515	22.447	23.725	24.239	24.666	25.611	24.741	25.563	26.306	26.678	28.412	30.230	31.901	33.736	32.641	34.884	37.342	36.967	37.379	38.694	40.914	43.561	46.402	44.397	46.904	49.156	48.693	51.551	51.760	54.119	57.691	2018
The Gambia	Gross domestic product, constant prices	Percent change		0.705	-9.523	20.759	13.518	-7.620	3.649	2.364	2.800	1.702	4.331	5.696	2.163	1.763	3.833	-3.398	3.320	2.906	1.417	6.500	6.399	5.525	5.753	-3.247	6.874	7.046	-1.004	1.115	3.518	5.737	6.470	6.521	-4.322	5.647	4.801	-0.940	5.868	0.406	4.558	6.600	2018
The Gambia	Gross domestic product, current prices	National currency	Billions	1.087	1.191	1.305	1.515	1.545	1.955	2.713	3.716	4.089	4.857	5.918	6.921	7.604	8.345	8.687	9.044	9.690	10.452	11.200	12.307	13.458	16.393	18.414	25.067	30.111	30.791	30.049	31.685	35.795	39.644	45.672	41.177	45.646	49.156	52.545	59.260	63.295	69.420	78.238	2018
The Gambia	Gross domestic product, current prices	U.S. dollars	Billions	0.631	0.604	0.571	0.574	0.413	0.502	0.392	0.525	0.610	0.640	0.751	0.793	0.855	0.916	0.907	0.948	0.989	1.025	1.052	1.080	1.052	1.045	0.924	0.879	1.003	1.078	1.071	1.274	1.613	1.488	1.630	1.398	1.423	1.367	1.259	1.370	1.445	1.483	1.617	2018
The Gambia	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	0.681	0.674	0.864	1.020	0.976	1.043	1.090	1.148	1.208	1.310	1.437	1.517	1.579	1.679	1.656	1.747	1.831	1.889	2.034	2.196	2.369	2.560	2.516	2.739	3.011	3.074	3.202	3.404	3.669	3.936	4.242	4.143	4.461	4.757	4.802	5.138	5.215	5.556	6.057	2018
The Gambia	Gross domestic product per capita, constant prices	National currency	Units	29,968.318	25,537.757	29,738.918	32,460.905	28,809.137	28,687.160	28,211.404	27,861.848	27,222.781	27,285.928	27,706.908	27,194.025	26,586.182	26,078.405	24,348.630	24,396.463	24,374.163	23,647.367	24,473.542	25,288.572	25,896.677	26,553.370	24,890.808	25,760.231	26,700.185	25,596.980	25,069.693	25,140.583	25,755.358	26,568.995	27,421.972	25,422.312	26,026.948	26,437.315	25,389.528	26,067.488	25,391.153	25,735.364	26,593.729	2017
The Gambia	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	2,796.614	2,383.159	2,775.207	3,029.220	2,688.441	2,677.058	2,632.661	2,600.041	2,540.404	2,546.296	2,585.582	2,537.720	2,480.997	2,433.612	2,272.191	2,276.654	2,274.573	2,206.749	2,283.847	2,359.905	2,416.653	2,477.935	2,322.786	2,403.920	2,491.635	2,388.685	2,339.480	2,346.095	2,403.465	2,479.393	2,558.992	2,372.386	2,428.810	2,467.105	2,369.326	2,432.593	2,369.478	2,401.599	2,481.701	2017
The Gambia	Population	Persons	Millions	0.565	0.600	0.622	0.647	0.673	0.701	0.729	0.759	0.790	0.823	0.856	0.891	0.928	0.982	1.016	1.048	1.079	1.128	1.161	1.195	1.232	1.270	1.311	1.354	1.399	1.444	1.491	1.539	1.589	1.640	1.692	1.746	1.802	1.859	1.918	1.978	2.039	2.103	2.169	2017
Georgia	Gross domestic product, constant prices	National currency	Billions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8.337	8.554	9.452	10.447	10.771	11.080	11.284	11.826	12.473	13.853	14.656	16.061	17.574	19.784	20.263	19.523	20.743	22.241	23.654	24.455	25.586	26.323	27.072	28.380	29.716	2016
Georgia	Gross domestic product, constant prices	Percent change		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.600	10.500	10.519	3.105	2.869	1.838	4.805	5.474	11.058	5.794	9.590	9.420	12.579	2.419	-3.651	6.249	7.222	6.351	3.387	4.624	2.881	2.847	4.833	4.708	2016
Georgia	Gross domestic product, current prices	National currency	Billions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.912	2.457	3.868	4.555	5.022	5.669	6.043	6.674	7.456	8.564	9.824	11.621	13.790	16.994	19.075	17.986	20.743	24.344	26.167	26.847	29.151	31.756	34.029	37.847	41.367	2016
Georgia	Gross domestic product, current prices	U.S. dollars	Billions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.827	1.907	3.063	3.511	3.607	2.805	3.057	3.218	3.396	3.991	5.126	6.411	7.745	10.173	12.795	10.767	11.638	14.435	15.847	16.140	16.510	13.993	14.378	15.080	16.324	2016
Georgia	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7.623	7.985	8.985	10.102	10.533	10.991	11.444	12.257	13.132	14.855	16.139	18.237	20.559	23.767	24.815	24.092	25.896	28.346	30.724	32.322	34.456	35.828	37.251	39.793	42.606	2016
Georgia	Gross domestic product per capita, constant prices	National currency	Units	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1,691.210	1,803.824	2,066.927	2,368.777	2,510.990	2,639.650	2,740.936	2,929.072	3,125.165	3,493.066	3,721.843	4,100.306	4,520.010	5,108.684	5,266.374	5,098.773	5,459.050	5,893.921	6,325.729	6,576.727	6,883.586	7,072.356	7,260.607	7,615.983	8,010.686	2015
Georgia	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5,582.478	3,068.013	2,218.425	2,155.397	2,298.920	2,634.237	3,018.936	3,200.182	3,364.155	3,493.242	3,733.015	3,982.930	4,451.809	4,743.378	5,225.719	5,760.619	6,510.866	6,711.837	6,498.234	6,957.398	7,511.627	8,061.954	8,381.843	8,772.926	9,013.507	9,253.428	9,706.345	10,209.381	2015
Georgia	Population	Persons	Millions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4.930	4.742	4.573	4.410	4.290	4.198	4.117	4.038	3.991	3.966	3.938	3.917	3.888	3.873	3.848	3.829	3.800	3.774	3.739	3.718	3.717	3.722	3.729	3.726	3.710	2015
Germany	Gross domestic product, constant prices	National currency	Billions	1,547.958	1,549.665	1,537.452	1,561.353	1,605.479	1,640.675	1,680.336	1,705.025	1,768.719	1,837.929	1,943.122	2,040.500	2,071.320	2,050.930	2,102.860	2,140.900	2,159.380	2,200.570	2,239.500	2,280.700	2,353.560	2,396.680	2,397.330	2,380.010	2,396.620	2,417.670	2,511.510	2,596.020	2,617.180	2,471.670	2,569.040	2,664.620	2,683.030	2,699.180	2,757.950	2,798.880	2,859.260	2,929.480	2,972.020	2018
Germany	Gross domestic product, constant prices	Percent change		1.272	0.110	-0.788	1.555	2.826	2.192	2.417	1.469	3.736	3.913	5.723	5.011	1.510	-0.984	2.532	1.809	0.863	1.907	1.769	1.840	3.195	1.832	0.027	-0.722	0.698	0.878	3.881	3.365	0.815	-5.560	3.939	3.720	0.691	0.602	2.177	1.484	2.157	2.456	1.452	2018
Germany	Gross domestic product, current prices	National currency	Billions	789.179	823.769	856.300	897.890	941.950	983.437	1,039.954	1,074.029	1,130.855	1,202.711	1,312.451	1,579.800	1,695.320	1,748.550	1,830.290	1,898.880	1,926.320	1,967.090	2,018.230	2,064.880	2,116.480	2,179.850	2,209.290	2,220.080	2,270.620	2,300.860	2,393.250	2,513.230	2,561.740	2,460.280	2,580.060	2,703.120	2,758.260	2,826.240	2,938.590	3,048.860	3,159.750	3,277.340	3,386.000	2018
Germany	Gross domestic product, current prices	U.S. dollars	Billions	850.475	715.546	690.923	689.294	649.434	658.536	940.551	1,170.415	1,261.830	1,252.635	1,592.591	1,868.521	2,127.853	2,069.687	2,210.828	2,593.835	2,504.536	2,221.402	2,246.306	2,202.792	1,955.283	1,951.980	2,085.565	2,510.043	2,822.205	2,866.046	3,004.953	3,444.723	3,770.150	3,426.672	3,423.466	3,761.142	3,545.946	3,753.687	3,904.921	3,383.091	3,496.606	3,700.613	4,000.386	2018
Germany	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	868.957	952.217	1,003.084	1,058.573	1,127.768	1,188.942	1,242.197	1,291.624	1,387.126	1,497.918	1,642.919	1,783.603	1,851.806	1,877.019	1,965.640	2,043.158	2,098.530	2,175.437	2,238.842	2,312.953	2,440.196	2,539.401	2,580.277	2,609.204	2,698.147	2,806.623	3,003.796	3,188.282	3,276.785	3,118.196	3,278.801	3,471.829	3,562.869	3,647.199	3,797.123	3,894.686	4,022.197	4,199.319	4,356.353	2018
Germany	Gross domestic product per capita, constant prices	National currency	Units	20,144.442	20,128.735	19,984.348	20,366.069	21,026.539	21,540.659	22,046.198	22,366.100	23,061.162	23,726.466	24,612.522	25,514.782	25,730.683	25,336.858	25,914.045	26,330.661	26,506.355	26,997.546	27,496.662	28,010.685	28,893.192	29,400.804	29,386.787	29,185.030	29,421.994	29,724.111	30,939.928	32,052.499	32,405.280	30,710.365	31,999.004	33,193.440	33,360.024	33,469.276	34,055.808	34,263.364	34,721.142	35,441.295	35,856.935	2018
Germany	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	26,246.915	26,226.449	26,038.323	26,535.680	27,396.231	28,066.096	28,724.781	29,141.593	30,047.214	30,914.062	32,068.536	33,244.122	33,525.429	33,012.300	33,764.338	34,307.162	34,536.080	35,176.070	35,826.385	36,496.124	37,645.975	38,307.360	38,289.097	38,026.220	38,334.969	38,728.608	40,312.740	41,762.348	42,221.999	40,013.634	41,692.648	43,248.922	43,465.970	43,608.319	44,372.531	44,642.964	45,239.419	46,177.733	46,719.285	2018
Germany	Population	Persons	Millions	76.843	76.988	76.933	76.664	76.355	76.166	76.219	76.233	76.697	77.463	78.949	79.973	80.500	80.947	81.148	81.308	81.467	81.510	81.446	81.423	81.457	81.518	81.579	81.549	81.457	81.337	81.174	80.993	80.764	80.483	80.285	80.276	80.427	80.647	80.983	81.687	82.349	82.657	82.886	2018
Ghana	Gross domestic product, constant prices	National currency	Billions	26.024	25.080	23.052	21.697	23.719	25.270	26.867	28.654	30.424	31.734	32.837	34.388	35.802	37.442	38.732	40.340	42.264	44.730	46.940	49.103	50.933	53.004	55.458	58.294	61.483	65.300	69.192	71.966	78.625	82.947	89.535	105.120	114.561	123.650	127.233	130.004	134.486	145.438	153.646	2017
Ghana	Gross domestic product, constant prices	Percent change		0.453	-3.629	-8.088	-5.876	9.318	6.542	6.318	6.651	6.177	4.308	3.476	4.722	4.113	4.581	3.445	4.151	4.771	5.834	4.942	4.608	3.727	4.066	4.631	5.114	5.470	6.209	5.960	4.008	9.253	5.496	7.942	17.407	8.981	7.934	2.897	2.178	3.448	8.143	5.643	2017
Ghana	Gross domestic product, current prices	National currency	Billions	0.011	0.017	0.020	0.043	0.062	0.084	0.127	0.183	0.256	0.348	0.486	0.613	0.720	0.868	1.176	1.744	2.528	3.233	3.965	4.734	6.248	8.758	11.252	15.163	18.209	22.223	26.380	31.744	40.636	48.989	61.596	81.103	101.471	123.650	155.433	180.399	215.077	256.671	299.099	2017
Ghana	Gross domestic product, current prices	U.S. dollars	Billions	38.219	61.792	72.037	48.515	17.332	15.379	14.228	11.932	12.678	12.897	14.898	16.673	16.484	13.383	12.303	14.544	15.458	15.786	17.153	17.756	11.467	12.227	14.200	17.494	20.243	24.521	28.785	33.941	38.413	34.254	43.043	53.645	56.504	63.279	53.173	48.595	54.989	58.978	65.191	2017
Ghana	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	12.369	13.048	12.733	12.454	14.106	15.504	16.816	18.378	20.201	21.897	23.506	25.449	27.099	29.012	30.653	32.594	34.775	37.438	39.730	42.161	44.710	47.548	50.537	54.108	58.604	64.181	70.065	74.831	83.346	88.597	96.748	115.962	128.800	141.458	148.311	153.162	160.175	176.512	190.677	2017
Ghana	Gross domestic product per capita, constant prices	National currency	Units	2,431.353	2,288.181	2,053.347	1,886.573	1,928.960	2,010.059	2,089.403	2,178.068	2,259.907	2,303.059	2,327.863	2,380.845	2,420.466	2,471.390	2,495.555	2,536.697	2,593.417	2,677.929	2,741.647	2,797.866	2,693.149	2,732.513	2,789.198	2,861.687	2,947.482	3,056.135	3,162.929	3,214.496	3,433.276	3,542.233	3,630.942	4,161.412	4,428.789	4,669.737	4,696.300	4,692.040	4,748.206	5,025.568	5,198.729	0
Ghana	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	2,682.117	2,524.179	2,265.124	2,081.150	2,127.908	2,217.372	2,304.899	2,402.709	2,492.988	2,540.591	2,567.953	2,626.399	2,670.107	2,726.283	2,752.940	2,798.326	2,860.896	2,954.124	3,024.414	3,086.431	2,970.914	3,014.338	3,076.869	3,156.834	3,251.478	3,371.337	3,489.146	3,546.031	3,787.376	3,907.571	4,005.429	4,590.610	4,885.564	5,151.362	5,180.665	5,175.966	5,237.925	5,543.893	5,734.914	0
Ghana	Population	Persons	Millions	10.704	10.961	11.226	11.501	12.296	12.572	12.859	13.155	13.462	13.779	14.106	14.443	14.791	15.150	15.520	15.902	16.297	16.703	17.121	17.550	18.912	19.397	19.883	20.371	20.859	21.367	21.876	22.388	22.901	23.417	24.659	25.261	25.867	26.479	27.092	27.707	28.324	28.940	29.555	0
Greece	Gross domestic product, constant prices	National currency	Billions	139.374	137.205	135.655	134.192	136.885	140.325	141.047	137.864	143.776	149.238	149.238	153.867	154.940	152.462	155.511	158.777	163.322	170.645	177.292	182.738	189.901	197.747	205.504	217.412	228.415	229.782	242.771	250.718	249.878	239.132	226.031	205.389	190.395	184.223	185.586	184.774	184.422	187.197	191.125	2017
Greece	Gross domestic product, constant prices	Percent change		0.677	-1.556	-1.130	-1.078	2.007	2.513	0.515	-2.257	4.288	3.799	--	3.102	0.697	-1.599	2.000	2.100	2.863	4.484	3.895	3.072	3.920	4.132	3.923	5.795	5.061	0.599	5.652	3.274	-0.335	-4.301	-5.478	-9.132	-7.300	-3.242	0.740	-0.438	-0.191	1.505	2.098	2017
Greece	Gross domestic product, current prices	National currency	Billions	7.110	8.511	10.705	12.773	15.885	19.382	23.161	26.091	31.747	37.731	45.539	56.241	65.016	73.207	83.021	93.064	103.037	114.712	125.263	133.789	141.247	152.194	163.461	178.905	193.716	199.242	217.862	232.695	241.990	237.534	226.031	207.029	191.204	180.654	178.656	177.258	176.488	180.218	185.461	2017
Greece	Gross domestic product, current prices	U.S. dollars	Billions	57.010	52.605	54.878	49.603	48.329	47.936	56.421	65.682	76.447	79.250	97.963	105.633	116.466	109.022	116.678	136.942	145.872	143.326	144.644	149.412	132.198	136.284	154.307	202.272	240.774	248.184	273.547	318.940	356.140	330.837	299.919	288.062	245.807	239.937	237.406	196.690	195.303	203.493	219.097	2017
Greece	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	87.319	94.092	98.777	101.539	107.314	113.490	116.371	116.558	125.843	135.745	140.826	150.104	154.595	155.727	162.233	169.113	177.140	188.274	197.809	206.830	219.741	233.839	246.856	266.010	286.996	297.707	324.054	343.653	349.162	336.694	321.957	298.666	282.173	277.816	285.167	286.955	289.539	299.483	312.661	2017
Greece	Gross domestic product per capita, constant prices	National currency	Units	14,542.094	14,143.682	13,902.065	13,663.560	13,865.811	14,146.368	14,176.880	13,806.670	14,354.789	14,837.549	14,745.558	14,978.256	14,945.236	14,616.308	14,824.882	15,069.942	15,424.717	16,054.268	16,579.775	17,002.411	17,623.158	18,249.080	18,873.854	19,917.232	20,878.151	20,946.609	22,060.608	22,718.192	22,591.010	21,553.584	20,327.829	18,464.601	17,173.710	16,742.040	16,984.502	17,017.290	17,101.819	17,384.263	17,802.406	2017
Greece	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	21,146.348	20,566.999	20,215.652	19,868.830	20,162.933	20,570.905	20,615.274	20,076.933	20,873.979	21,575.984	21,442.215	21,780.593	21,732.577	21,254.267	21,557.564	21,913.917	22,429.812	23,345.272	24,109.437	24,724.012	25,626.669	26,536.852	27,445.366	28,962.591	30,359.909	30,459.457	32,079.377	33,035.600	32,850.659	31,342.088	29,559.659	26,850.252	24,973.107	24,345.394	24,697.969	24,745.648	24,868.566	25,279.281	25,887.323	2017
Greece	Population	Persons	Millions	9.584	9.701	9.758	9.821	9.872	9.920	9.949	9.985	10.016	10.058	10.121	10.273	10.367	10.431	10.490	10.536	10.588	10.629	10.693	10.748	10.776	10.836	10.888	10.916	10.940	10.970	11.005	11.036	11.061	11.095	11.119	11.123	11.086	11.004	10.927	10.858	10.784	10.768	10.736	2017
Grenada	Gross domestic product, constant prices	National currency	Billions	0.712	0.721	0.751	0.776	0.806	0.855	0.918	1.001	1.030	1.069	1.114	1.130	1.121	1.099	1.119	1.144	1.194	1.252	1.400	1.498	1.574	1.542	1.595	1.746	1.735	1.965	1.886	2.002	2.021	1.887	1.878	1.892	1.870	1.914	2.055	2.187	2.269	2.384	2.497	2017
Grenada	Gross domestic product, constant prices	Percent change		15.067	1.375	4.107	3.295	3.963	5.988	7.358	9.073	2.916	3.758	4.241	1.423	-0.813	-1.956	1.838	2.196	4.386	4.916	11.808	6.981	5.063	-2.024	3.437	9.464	-0.647	13.273	-3.993	6.123	0.948	-6.613	-0.511	0.765	-1.155	2.351	7.344	6.443	3.736	5.059	4.777	2017
Grenada	Gross domestic product, current prices	National currency	Billions	0.299	0.312	0.339	0.356	0.393	0.453	0.506	0.581	0.638	0.722	0.751	0.812	0.837	0.836	0.878	0.924	0.991	1.059	1.204	1.301	1.404	1.405	1.459	1.596	1.618	1.877	1.886	2.048	2.230	2.082	2.082	2.102	2.160	2.275	2.461	2.692	2.866	3.043	3.229	2017
Grenada	Gross domestic product, current prices	U.S. dollars	Billions	0.111	0.116	0.125	0.132	0.146	0.168	0.188	0.215	0.236	0.267	0.278	0.301	0.310	0.310	0.325	0.342	0.367	0.392	0.446	0.482	0.520	0.520	0.540	0.591	0.599	0.695	0.699	0.759	0.826	0.771	0.771	0.779	0.800	0.843	0.911	0.997	1.062	1.127	1.196	2017
Grenada	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	0.191	0.212	0.234	0.252	0.271	0.296	0.324	0.363	0.386	0.417	0.451	0.472	0.479	0.481	0.500	0.522	0.555	0.592	0.670	0.727	0.780	0.781	0.821	0.915	0.934	1.091	1.079	1.176	1.210	1.139	1.146	1.179	1.188	1.237	1.353	1.456	1.526	1.634	1.751	2017
Grenada	Gross domestic product per capita, constant prices	National currency	Units	7,994.100	7,963.804	8,066.540	8,081.134	8,191.914	8,554.944	9,162.688	10,070.771	10,503.788	11,032.791	11,570.669	11,714.517	11,530.376	11,177.540	11,256.992	11,406.654	11,843.034	12,385.147	13,822.051	14,767.607	15,488.214	15,140.481	15,622.407	17,054.972	16,898.167	19,086.594	18,269.514	19,327.034	19,445.590	18,095.871	17,937.826	18,006.582	17,730.073	18,073.646	19,318.722	20,474.327	21,141.401	22,106.346	23,060.841	2016
Grenada	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	4,981.581	4,962.702	5,026.723	5,035.817	5,104.851	5,331.075	5,709.795	6,275.674	6,545.512	6,875.164	7,210.346	7,299.986	7,185.238	6,965.365	7,014.876	7,108.140	7,380.073	7,717.895	8,613.312	9,202.542	9,651.593	9,434.901	9,735.217	10,627.930	10,530.216	11,893.950	11,384.781	12,043.782	12,117.661	11,276.574	11,178.086	11,220.933	11,048.624	11,262.724	12,038.602	12,758.726	13,174.418	13,775.731	14,370.531	2016
Grenada	Population	Persons	Millions	0.089	0.091	0.093	0.096	0.098	0.100	0.100	0.099	0.098	0.097	0.096	0.096	0.097	0.098	0.099	0.100	0.101	0.101	0.101	0.101	0.102	0.102	0.102	0.102	0.103	0.103	0.103	0.104	0.104	0.104	0.105	0.105	0.105	0.106	0.106	0.107	0.107	0.108	0.108	2016
Guatemala	Gross domestic product, constant prices	National currency	Billions	91.831	92.423	89.149	86.896	87.340	86.816	86.902	90.012	93.515	97.203	100.217	103.224	107.972	111.643	115.551	120.635	124.013	129.097	135.036	140.032	143.533	146.978	152.661	156.524	161.458	166.722	175.691	186.767	192.895	193.910	199.474	207.776	213.947	221.858	231.118	240.687	248.130	254.979	262.883	2017
